label,w,ll_mkt,ll_blend,gain,t
1X2,0.0,0.9700400107852983,0.9700400107852983,-2.3973477998724166e-17,-25.742679075560496
Over/Under 2.5,0.0,0.6701811711028575,0.6701811711028575,-2.7607732052388158e-17,-36.59433536410192
